Category,ItemGroup,ItemCode,ItemName,CardName,Yr,Mth,Qty,Value,Docs
3. RINL TMT,RINL TMT,TMT000000000048,VIZAG TMT REBARS FE500D 20MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,11,157.750000,7269699.850000,6
3. RINL TMT,RINL TMT,TMT000000000050,VIZAG TMT REBARS FE500D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,11,28.030000,1292183.000000,2
3. RINL TMT,RINL TMT,TMT000000000070,VIZAG TMT REBAR COIL FE550D 8MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,11,346.190000,16739538.510000,7
3. RINL TMT,RINL TMT,TMT000000000071,VIZAG TMT REBARS FE550D 16MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,11,357.770000,16445808.810000,9
3. RINL TMT,RINL TMT,TMT000000000072,VIZAG TMT REBAR COIL FE550D 10MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,11,194.440000,9035232.800000,10
3. RINL TMT,RINL TMT,TMT000000000073,VIZAG TMT REBAR COIL FE550D 12MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,11,50.800000,2318609.030000,1
3. RINL TMT,RINL TMT,TMT000000000075,VIZAG TMT REBARS FE550D 20MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,11,230.780000,10605665.670000,6
3. RINL TMT,RINL TMT,TMT000000000076,VIZAG TMT REBARS FE550D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,11,261.900000,11998123.520000,4
5. OTHERS,OTHERS,CH000000000006,JSW CHEQUEREDCOIL 5MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,11,19.120000,969384.000000,1
5. OTHERS,OTHERS,CH000000000007,JSW CHEQUERED COIL 6MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,11,114.375000,5751325.000000,4
5. OTHERS,OTHERS,HR000000000043,JSW HR COIL 3.80MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,11,12.670000,626531.500000,1
5. OTHERS,OTHERS,HR000000000537,SAIL HR COIL 8MMX2000/E350BR,G.G STEEL (PURCHASE),2025,11,44.520000,2364288.000000,2
5. OTHERS,OTHERS,HR000000000687,SAIL HR PLATE 12MMX1250/E350BR,KAPIL AGENCIES(PURCHASE),2025,11,0.750000,39375.000000,1
5. OTHERS,OTHERS,HR000000000704,SAIL HR PLATE 8MMX1250,GLOBAL TRADE LINKS,2025,11,2.020000,98980.000000,1
5. OTHERS,OTHERS,HR000000000722,SAIL HR PLATE 6MMX1250/E350,KAPIL AGENCIES(PURCHASE),2025,11,1.500000,78000.000000,1
5. OTHERS,OTHERS,HR000000001003,SAIL HR COIL 2MMX1250/E350BR,G.G STEEL (PURCHASE),2025,11,21.520000,1151320.000000,1
5. OTHERS,OTHERS,MS000000000037,SAIL MS CHANNEL 300X90 MM,SHREE SAKTHI NARAYAN STEEL LTD,2025,11,12.110000,632747.500000,1
5. OTHERS,OTHERS,MS000000000059,VIZAG MS ANGLE 50X50X6MM,G2 STEEL SERVICES PVT LTD,2025,11,222.010000,10703265.000000,7
5. OTHERS,OTHERS,MS000000000060,VIZAG MS ANGLE 65X65X6MM,G2 STEEL SERVICES PVT LTD,2025,11,10.760000,511100.000000,1
5. OTHERS,OTHERS,MS000000000063,VIZAG MS ANGLE 75X75X6MM,G2 STEEL SERVICES PVT LTD,2025,11,62.660000,2976350.000000,2
5. OTHERS,OTHERS,MS000000000064,VIZAG MS ANGLE 75X75X8MM,G2 STEEL SERVICES PVT LTD,2025,11,66.960000,3180600.000000,2
5. OTHERS,OTHERS,MS000000000066,VIZAG MS ANGLE 90X90X6MM,G2 STEEL SERVICES PVT LTD,2025,11,15.120000,718200.000000,1
5. OTHERS,OTHERS,MS000000000068,VIZAG MS CHANNEL 100X50MM,G2 STEEL SERVICES PVT LTD,2025,11,60.980000,2927040.000000,2
5. OTHERS,OTHERS,MS000000000070,VIZAG MS CHANNEL 150X75MM,G2 STEEL SERVICES PVT LTD,2025,11,125.620000,6029760.000000,4
5. OTHERS,OTHERS,MS000000000115,VIZAG MS BEAM 150X80MM,G2 STEEL SERVICES PVT LTD,2025,11,25.080000,1228920.000000,1
5. OTHERS,OTHERS,MS000000000116,VIZAG MS CHANNEL 75X40MM,G2 STEEL SERVICES PVT LTD,2025,11,125.400000,6081900.000000,4
5. OTHERS,OTHERS,OTH000000000004,CHEQUERED PLATE / COIL,SHAROFF IRON AND STEELS,2025,11,1.530000,81855.000000,1
5. OTHERS,OTHERS,OTH000000000016,GI BINDING WIRE,GLOBAL FE.C FASTENERS,2025,11,5.000000,326250.000000,3
5. OTHERS,OTHERS,OTH000000000023,HR PLATE,JSW ONE DISTRIBUTION LIMITED,2025,11,14.580000,721710.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,SHREE AAGARSEN STEEL INDUSTRIES PVT LTD.,2025,11,4.330000,194725.000000,2
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,SWASTIK ENTERPRISE,2025,11,8.860000,402820.000000,2
5. OTHERS,OTHERS,OTH000000000050,MS CHANNELS,KANISHK STEEL INDUSTRIES,2025,11,40.350000,1735050.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,FEROZ & CO,2025,11,0.739000,33255.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,SHREE AAGARSEN STEEL INDUSTRIES PVT LTD.,2025,11,5.040000,241228.000000,4
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,SWASTIK ENTERPRISE,2025,11,0.185000,8510.000000,1
5. OTHERS,OTHERS,OTH000000000061,MS FLATS 100X16MM,SHREE AAGARSEN STEEL INDUSTRIES PVT LTD.,2025,11,1.110000,51060.000000,1
5. OTHERS,OTHERS,OTH000000000097,MS FLATS 65X10MM,SHREE AAGARSEN STEEL INDUSTRIES PVT LTD.,2025,11,0.180000,8190.000000,1
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,ALI STEEL AND TUBES CO.,2025,11,7.070000,395997.500000,2
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,JINDAL PIPE INDUSTRIES,2025,11,6.340000,352580.000000,2
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,MADHAV PIPES & TUBES P LTD,2025,11,14.497000,688706.000000,3
5. OTHERS,OTHERS,OTH000000000119,MS ROUNDS,PSR STEELS,2025,11,5.350000,259475.000000,3
5. OTHERS,OTHERS,OTH000000000119,MS ROUNDS,SWASTIK ENTERPRISE,2025,11,2.020000,91910.000000,1
5. OTHERS,OTHERS,OTH000000000128,MS SQUARE,SHREE AAGARSEN STEEL INDUSTRIES PVT LTD.,2025,11,2.170000,104405.000000,1
5. OTHERS,OTHERS,OTH000000000128,MS SQUARE,SWASTIK ENTERPRISE,2025,11,0.905000,44950.000000,2
5. OTHERS,OTHERS,OTH000000000136,MS BEAM,SWASTIK ENTERPRISE,2025,11,4.660000,212030.000000,1
5. OTHERS,OTHERS,OTH000000000219,ROUNDS EN8D,V.M.K.PILLAI,2025,11,1.490000,80460.000000,1
5. OTHERS,OTHERS,PM000000000446,PM PLATE,KAPIL AGENCIES(PURCHASE),2025,11,7.270000,379965.000000,3
5. OTHERS,OTHERS,PM000000000446,PM PLATE,"V.K INDUSTRIAL CORPORATION LTD.,",2025,11,270.460000,13868176.800000,8
1. SAIL HR,SAIL HR COIL,HR000000000081,SSP HR COIL 10MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,31.470000,1479090.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000082,SAIL HR COIL 10MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,104.990000,5080033.000000,3
1. SAIL HR,SAIL HR COIL,HR000000000088,SAIL HR COIL 12MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,83.060000,4151918.060000,2
1. SAIL HR,SAIL HR COIL,HR000000000117,SSP HR COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,31.175000,1465225.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000119,SAIL HR COIL 5MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,63.010000,3031411.100000,3
1. SAIL HR,SAIL HR COIL,HR000000000122,SAIL HR COIL 6MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,63.010000,3115361.100000,2
1. SAIL HR,SAIL HR COIL,HR000000000130,SSP HR COIL 8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,15.685000,737195.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000131,SAIL HR COIL 8MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,72.180000,3616939.800000,2
1. SAIL HR,SAIL HR COIL,HR000000000132,SAIL HR COIL 8MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,23.940000,1175693.400000,1
1. SAIL HR,SAIL HR COIL,HR000000000133,SAIL HR COIL 8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,41.760000,2009073.600000,2
1. SAIL HR,SAIL HR COIL,HR000000000134,SAIL HR COIL 3MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,166.940000,8344945.040000,4
1. SAIL HR,SAIL HR COIL,HR000000000136,SAIL HR COIL 10MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,62.620000,3134894.970000,2
1. SAIL HR,SAIL HR COIL,HR000000000203,SAIL HR COIL 8MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,108.050000,5251224.000000,3
1. SAIL HR,SAIL HR COIL,HR000000000213,SAIL HR COIL 6MMX1250/E350,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,20.980000,1051307.800000,1
1. SAIL HR,SAIL HR COIL,HR000000000214,SAIL HR COIL 10MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,62.510000,3111466.100000,2
1. SAIL HR,SAIL HR COIL,HR000000000218,SAIL HR COIL 5MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,90.890000,4587339.800000,3
1. SAIL HR,SAIL HR COIL,HR000000000224,SAIL HR COIL 12MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,62.690000,3016015.900000,3
1. SAIL HR,SAIL HR COIL,HR000000000225,SAIL HR COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,124.870000,5995027.700000,5
1. SAIL HR,SAIL HR COIL,HR000000000227,SAIL HR COIL 5MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,104.240000,5223466.400000,4
1. SAIL HR,SAIL HR COIL,HR000000000245,SAIL HR COIL 2.9MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,41.410000,1992235.100000,1
1. SAIL HR,SAIL HR COIL,HR000000000266,SAIL HR COIL 10MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,64.230000,3250330.890000,1
1. SAIL HR,SAIL HR COIL,HR000000000317,SAIL HR COIL 10MMX1500/E350C,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,21.530000,1125588.400000,1
1. SAIL HR,SAIL HR COIL,HR000000000455,SAIL HR COIL 16MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,41.830000,2012441.300000,1
1. SAIL HR,SAIL HR COIL,HR000000000536,SAIL HR COIL 10MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,129.080000,6435044.000000,4
1. SAIL HR,SAIL HR COIL,HR000000000537,SAIL HR COIL 8MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,96.550000,5021173.730000,3
1. SAIL HR,SAIL HR COIL,HR000000000549,SAIL HR COIL 20MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,53.280000,2704737.350000,1
1. SAIL HR,SAIL HR COIL,HR000000000560,SAIL HR COIL 16MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,193.340000,9638712.800000,4
1. SAIL HR,SAIL HR COIL,HR000000000561,SAIL HR COIL 1.6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,145.920000,7498568.980000,4
1. SAIL HR,SAIL HR COIL,HR000000000566,SAIL HR COIL 12MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,64.310000,3383808.280000,2
1. SAIL HR,SAIL HR COIL,HR000000000579,SAIL HR COIL 4.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,125.240000,6025296.400000,4
1. SAIL HR,SAIL HR COIL,HR000000000618,SAIL HR COIL 2MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,248.560000,12205410.400000,8
1. SAIL HR,SAIL HR COIL,HR000000000621,SAIL HR COIL 4MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,20.810000,980359.100000,1
1. SAIL HR,SAIL HR COIL,HR000000000626,SAIL HR COIL 4MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,20.970000,1050806.700000,1
1. SAIL HR,SAIL HR COIL,HR000000000633,SAIL HR COIL 16MMX1250/E350,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,41.700000,2089587.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000681,SAIL HR PLATE 10MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,70.340000,3357734.600000,3
1. SAIL HR,SAIL HR COIL,HR000000000697,SAIL HR PLATE 6MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,61.720000,2949624.600000,3
1. SAIL HR,SAIL HR COIL,HR000000000702,SAIL HR PLATE 8MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,30.610000,1549172.100000,1
1. SAIL HR,SAIL HR COIL,HR000000000720,SAIL HR PLATE 8MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,125.610000,6063052.100000,6
1. SAIL HR,SAIL HR COIL,HR000000000796,SAIL HR SHEET 2MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,40.740000,1992593.400000,2
1. SAIL HR,SAIL HR COIL,HR000000000976,SAIL HR COIL 7.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,41.810000,2011479.100000,2
1. SAIL HR,SAIL HR COIL,HR000000000985,SAIL HR COIL 4.8MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,42.080000,2127656.960000,1
1. SAIL HR,SAIL HR COIL,HR000000000989,SAIL HR COIL 15.3MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,20.955000,1008145.050000,1
1. SAIL HR,SAIL HR COIL,HR000000000992,SAIL HR COIL 3.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,187.850000,9410497.070000,6
1. SAIL HR,SAIL HR COIL,HR000000001003,SAIL HR COIL 2MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,106.580000,5497242.400000,3
1. SAIL HR,SAIL HR COIL,HR000000001004,SAIL HR COIL 7.8MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,55.920000,2690311.200000,2
1. SAIL HR,SAIL HR COIL,HR000000001006,SAIL HR COIL 5.8MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,41.750000,2092092.500000,2
1. SAIL HR,SAIL HR COIL,HR000000001008,SAIL HR COIL 16MMX1830/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,31.980000,1623944.400000,1
1. SAIL HR,SAIL HR COIL,HR000000001009,SAIL HR COIL 4.8MMX1500/E350,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,62.550000,3287764.980000,1
1. SAIL HR,SAIL HR COIL,HR000000001010,SAIL HR COIL 3.15MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,21.090000,1014639.900000,1
1. SAIL HR,SAIL HR COIL,HR000000001011,SAIL HR COIL 20MMX1250/E350,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,42.950000,2181001.000000,1
1. SAIL HR,SAIL HR COIL,HR000000001012,HR SHEET 2.5X1250X2500MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,30.520000,1759804.800000,1
1. SAIL HR,SAIL HR COIL,HR000000001014,SAIL HR COIL 3.8MMX1400,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,41.510000,1997046.100000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,CH000000000026,SAIL NPB 600x220X12 MM(122.45kg)-E250  (DO NOT USE),STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,85.140000,4719258.310000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000019,SAIL MS ANGLES 50X50X6MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,61.650000,3135442.070000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000021,SAIL MS ANGLE 65X65X6MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,61.200000,3052642.220000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000036,SAIL MS CHANNEL 250X82MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,127.740000,6362992.210000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000037,SAIL MS CHANNEL 300X90 MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,65.060000,3238021.230000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000038,SAIL MS CHANNEL 400X100MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,14.440000,761998.800000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000042,SAIL NPB 200X100X6.2MM(25kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,258.580000,13157371.730000,6
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000117,SAIL NPB 400X180X8.6MM(66.31kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,177.620000,9057581.690000,3
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000119,SAIL NPB 300X150X7.1MM(42.25kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,125.660000,6264190.940000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000120,SAIL NPB 500X200X10.2MM(90.69kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,62.340000,3264670.370000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000002,SAIL RS JOISTS 150X75MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,305.480000,15067542.860000,6
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000005,SAIL RS JOISTS 300X140MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,12,446.700000,22238190.350000,7
3. RINL TMT,RINL TMT,TMT000000000037,VIZAG TMT REBAR COIL FE500D 10MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,48.400000,2243624.110000,1
3. RINL TMT,RINL TMT,TMT000000000038,VIZAG TMT REBAR COIL FE500D 12MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,72.490000,3385757.130000,3
3. RINL TMT,RINL TMT,TMT000000000040,VIZAG TMT REBAR COIL FE500D 8MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,52.020000,2490704.080000,1
3. RINL TMT,RINL TMT,TMT000000000045,VIZAG TMT REBARS 12MM  FE500D STRAIGHT,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,37.760000,1774342.400000,1
3. RINL TMT,RINL TMT,TMT000000000050,VIZAG TMT REBARS FE500D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,66.220000,3126064.100000,1
3. RINL TMT,RINL TMT,TMT000000000054,VIZAG TMT REBARS FE500D 32MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,65.860000,3043569.080000,1
3. RINL TMT,RINL TMT,TMT000000000070,VIZAG TMT REBAR COIL FE550D 8MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,318.800000,15677374.900000,6
3. RINL TMT,RINL TMT,TMT000000000071,VIZAG TMT REBARS FE550D 16MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,81.700000,4015291.750000,2
3. RINL TMT,RINL TMT,TMT000000000072,VIZAG TMT REBAR COIL FE550D 10MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,143.650000,6693504.610000,5
3. RINL TMT,RINL TMT,TMT000000000073,VIZAG TMT REBAR COIL FE550D 12MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,347.750000,16319806.640000,7
3. RINL TMT,RINL TMT,TMT000000000075,VIZAG TMT REBARS FE550D 20MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,66.440000,3070143.900000,1
3. RINL TMT,RINL TMT,TMT000000000076,VIZAG TMT REBARS FE550D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,258.380000,12086572.440000,4
3. RINL TMT,RINL TMT,TMT000000000077,VIZAG TMT REBARS FE550D 32MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,12,65.940000,3046956.840000,1
5. OTHERS,OTHERS,HR000000000011,JSW HR COIL 10MMX2000/E350BR,AGARWAL STEEL ENTERPRISES (P),2025,12,59.180000,3022704.750000,2
5. OTHERS,OTHERS,HR000000000133,SAIL HR COIL 8MMX1250,G.G STEEL (PURCHASE),2025,12,20.580000,1051638.000000,1
5. OTHERS,OTHERS,HR000000000134,SAIL HR COIL 3MMX1250,G.G STEEL (PURCHASE),2025,12,20.800000,1062880.000000,1
5. OTHERS,OTHERS,HR000000000324,JSW HR COIL 25MMX1500,AGARWAL STEEL ENTERPRISES (P),2025,12,27.190000,1324153.000000,1
5. OTHERS,OTHERS,HR000000000608,SAIL HR COIL 14MMX2000/E350BR,G.G STEEL (PURCHASE),2025,12,24.610000,1316635.000000,1
5. OTHERS,OTHERS,HR000000000618,SAIL HR COIL 2MMX1250,G.G STEEL (PURCHASE),2025,12,20.690000,1067604.000000,1
5. OTHERS,OTHERS,HR000000001013,HR PLATE SPECIAL,SHAROFF STEEL SUPPLIERS,2025,12,3.000000,219000.000000,1
5. OTHERS,OTHERS,MS000000000005,SAIL MS ANGLE 110X110X10MM,STEEL INDUSTRIES OF ORISSA,2025,12,17.910000,865053.000000,1
5. OTHERS,OTHERS,MS000000000006,SAIL MS ANGLES 110X110X12MM,STEEL INDUSTRIES OF ORISSA,2025,12,14.930000,721119.000000,1
5. OTHERS,OTHERS,MS000000000063,VIZAG MS ANGLE 75X75X6MM,G2 STEEL SERVICES PVT LTD,2025,12,75.270000,3575325.000000,3
5. OTHERS,OTHERS,MS000000000064,VIZAG MS ANGLE 75X75X8MM,G2 STEEL SERVICES PVT LTD,2025,12,84.250000,4001875.000000,3
5. OTHERS,OTHERS,MS000000000066,VIZAG MS ANGLE 90X90X6MM,G2 STEEL SERVICES PVT LTD,2025,12,51.770000,2459075.000000,2
5. OTHERS,OTHERS,MS000000000068,VIZAG MS CHANNEL 100X50MM,G2 STEEL SERVICES PVT LTD,2025,12,63.040000,3025920.000000,2
5. OTHERS,OTHERS,OTH000000000016,GI BINDING WIRE,GLOBAL FE.C FASTENERS,2025,12,2.000000,132500.000000,1
5. OTHERS,OTHERS,OTH000000000023,HR PLATE,PSR STEELS,2025,12,2.370000,123240.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,FEROZ & CO,2025,12,0.085000,3905.000000,2
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,SWASTIK ENTERPRISE,2025,12,3.157000,144947.500000,8
5. OTHERS,OTHERS,OTH000000000050,MS CHANNELS,KANISHK STEEL INDUSTRIES,2025,12,80.210000,3473093.000000,3
5. OTHERS,OTHERS,OTH000000000050,MS CHANNELS,SWASTIK ENTERPRISE,2025,12,0.505000,23735.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,FEROZ & CO,2025,12,0.440000,20240.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,SWASTIK ENTERPRISE,2025,12,5.065000,233000.000000,8
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,ALI STEEL AND TUBES CO.,2025,12,6.205000,331967.500000,2
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,CALCUTTA TUBE CENTRE PRIVATE LIMITED,2025,12,5.750000,314346.090000,1
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,JINDAL PIPE INDUSTRIES,2025,12,2.680000,147435.000000,2
