Category,ItemGroup,ItemCode,ItemName,CardName,Yr,Mth,Qty,Value,Docs
1. SAIL HR,SAIL HR COIL,HR000000000225,SAIL HR COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,104.250000,5296032.130000,3
1. SAIL HR,SAIL HR COIL,HR000000000227,SAIL HR COIL 5MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,20.970000,1099037.700000,1
1. SAIL HR,SAIL HR COIL,HR000000000265,SAIL HR COIL 8MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,64.360000,3291482.390000,1
1. SAIL HR,SAIL HR COIL,HR000000000266,SAIL HR COIL 10MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,64.370000,3291962.270000,1
1. SAIL HR,SAIL HR COIL,HR000000000393,SAIL HR COIL 5MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,64.280000,3287642.380000,1
1. SAIL HR,SAIL HR COIL,HR000000000455,SAIL HR COIL 16MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,80.455000,4096610.960000,4
1. SAIL HR,SAIL HR COIL,HR000000000461,SAIL HR COIL 16MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,64.140000,3280921.990000,1
1. SAIL HR,SAIL HR COIL,HR000000000579,SAIL HR COIL 4.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,187.585000,9415992.860000,6
1. SAIL HR,SAIL HR COIL,HR000000000618,SAIL HR COIL 2MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,229.265000,11644164.330000,8
1. SAIL HR,SAIL HR COIL,HR000000000634,SAIL HR COIL 5.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,166.170000,8444150.140000,6
1. SAIL HR,SAIL HR COIL,HR000000000744,SAIL HR PLATE 12MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,51.540000,2648125.200000,2
1. SAIL HR,SAIL HR COIL,HR000000000750,SAIL HR PLATE 16MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,49.680000,2552558.400000,2
1. SAIL HR,SAIL HR COIL,HR000000000796,SAIL HR SHEET 2MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,38.110000,1957415.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000859,SAIL HR COIL 11.8X1250MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,62.440000,3188322.920000,3
1. SAIL HR,SAIL HR COIL,HR000000000976,SAIL HR COIL 7.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,82.140000,4173759.100000,4
1. SAIL HR,SAIL HR COIL,HR000000000989,SAIL HR COIL 15.3MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,31.205000,1641695.050000,1
1. SAIL HR,SAIL HR COIL,HR000000000992,SAIL HR COIL 3.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,62.780000,3155460.080000,2
1. SAIL HR,SAIL HR COIL,HR000000000995,SAIL HR COIL 1.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,16.160000,836476.990000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,CH000000000026,SAIL NPB 600x220X12 MM(122.45kg)-E250  (DO NOT USE),STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,82.140000,4552362.400000,3
2. SAIL STRUCTURALS,SAIL STRUCTURAL,CH000000000043,SAIL NPB 600x220X12 MM(154.47kg)-E250  (DO  NOT USE),STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,80.680000,4443047.600000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,CH000000000044,SAIL NPB 600x220X9.8MM(107.57kg)-E250  (DO N OT USE),STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,25.680000,1452974.400000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000022,SAIL MS ANGLE 65X65X8MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,32.740000,1579377.600000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000030,SAIL MS CHANNEL 100X50MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,65.200000,3210330.640000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000036,SAIL MS CHANNEL 250X82MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,125.540000,6258491.840000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000038,SAIL MS CHANNEL 400X100MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,146.600000,7674890.310000,3
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000117,SAIL NPB 400X180X8.6MM(66.31kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,125.260000,6370451.330000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000125,SAIL NPB 450X190Xx7.6 MM (67.15KG)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,13.460000,692786.200000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000129,SAIL NPB 450X190X9.4MM(77.58kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,145.680000,7506650.340000,4
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000005,SAIL RS JOISTS 300X140MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,308.180000,14921576.960000,6
3. RINL TMT,RINL TMT,TMT000000000037,VIZAG TMT REBAR COIL FE500D 10MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,191.640000,9383397.710000,4
3. RINL TMT,RINL TMT,TMT000000000038,VIZAG TMT REBAR COIL FE500D 12MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,101.230000,4851481.020000,3
3. RINL TMT,RINL TMT,TMT000000000040,VIZAG TMT REBAR COIL FE500D 8MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,261.270000,13119209.160000,7
3. RINL TMT,RINL TMT,TMT000000000048,VIZAG TMT REBARS FE500D 20MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,65.460000,2991262.770000,1
3. RINL TMT,RINL TMT,TMT000000000054,VIZAG TMT REBARS FE500D 32MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,49.080000,2328846.000000,2
3. RINL TMT,RINL TMT,TMT000000000070,VIZAG TMT REBAR COIL FE550D 8MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,317.160000,15707091.240000,6
3. RINL TMT,RINL TMT,TMT000000000071,VIZAG TMT REBARS FE550D 16MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,310.260000,14954795.640000,5
3. RINL TMT,RINL TMT,TMT000000000072,VIZAG TMT REBAR COIL FE550D 10MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,335.160000,16444543.860000,7
3. RINL TMT,RINL TMT,TMT000000000073,VIZAG TMT REBAR COIL FE550D 12MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,154.540000,7280022.030000,5
3. RINL TMT,RINL TMT,TMT000000000075,VIZAG TMT REBARS FE550D 20MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,122.220000,5951022.580000,2
3. RINL TMT,RINL TMT,TMT000000000076,VIZAG TMT REBARS FE550D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,327.480000,15417732.200000,5
3. RINL TMT,RINL TMT,TMT000000000077,VIZAG TMT REBARS FE550D 32MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,9,66.020000,3224146.780000,1
5. OTHERS,OTHERS,CH000000000005,JSW CHEQUERED COIL 4MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,9,37.720000,2004818.000000,1
5. OTHERS,OTHERS,CH000000000006,JSW CHEQUEREDCOIL 5MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,9,37.930000,2006497.000000,1
5. OTHERS,OTHERS,CH000000000007,JSW CHEQUERED COIL 6MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,9,19.060000,1008274.000000,1
5. OTHERS,OTHERS,HR000000000002,JSW HR COIL 1.6MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,9,40.025000,2187366.250000,2
5. OTHERS,OTHERS,HR000000000117,SSP HR COIL 6MMX1250,KAPIL AGENCIES(PURCHASE),2025,9,15.225000,738412.500000,1
5. OTHERS,OTHERS,HR000000000123,SAIL HR COIL 6MMX1500,G.G STEEL (PURCHASE),2025,9,20.900000,1065900.000000,1
5. OTHERS,OTHERS,HR000000000135,SAIL HR COIL 2.5MMX1250,G.G STEEL (PURCHASE),2025,9,37.650000,1923915.000000,1
5. OTHERS,OTHERS,HR000000000203,SAIL HR COIL 8MMX1500,G.G STEEL (PURCHASE),2025,9,20.795000,1060545.000000,1
5. OTHERS,OTHERS,HR000000000224,SAIL HR COIL 12MMX1250,G.G STEEL (PURCHASE),2025,9,52.760000,2696036.000000,1
5. OTHERS,OTHERS,HR000000000264,SAIL HR COIL 6MMX2000,G.G STEEL (PURCHASE),2025,9,31.670000,1634172.000000,1
5. OTHERS,OTHERS,HR000000000324,JSW HR COIL 25MMX1500,AGARWAL STEEL ENTERPRISES (P),2025,9,57.950000,3007605.000000,2
5. OTHERS,OTHERS,HR000000000796,SAIL HR SHEET 2MMX1250,SREE VENKATESHWARA STEEL,2025,9,0.935000,49555.000000,1
5. OTHERS,OTHERS,HR000000000930,SAIL HR PLATE 7MMX1500/HSFQ550,SASCO ENGINEERING (INDIA) PVT.LTD.,2025,9,5.740000,332920.000000,1
5. OTHERS,OTHERS,HR000000000944,SAIL HR PLATE 5.8MMX1500/HSFQ550,DIGHVIJAY PLASTICS & ALLIED PRODUCTS (P) LTD,2025,9,11.500000,683100.000000,1
5. OTHERS,OTHERS,MS000000000032,SAIL MS CHANNEL 150X75MM,SHIV SHAKTI STEEL,2025,9,6.270000,316635.000000,1
5. OTHERS,OTHERS,MS000000000059,VIZAG MS ANGLE 50X50X6MM,G2 STEEL SERVICES PVT LTD,2025,9,75.900000,3681150.000000,3
5. OTHERS,OTHERS,MS000000000060,VIZAG MS ANGLE 65X65X6MM,G2 STEEL SERVICES PVT LTD,2025,9,57.850000,2776800.000000,3
5. OTHERS,OTHERS,MS000000000064,VIZAG MS ANGLE 75X75X8MM,G2 STEEL SERVICES PVT LTD,2025,9,61.200000,2937600.000000,2
5. OTHERS,OTHERS,MS000000000067,VIZAG MS ANGLE 90X90X8MM,G2 STEEL SERVICES PVT LTD,2025,9,65.660000,3118850.000000,2
5. OTHERS,OTHERS,MS000000000068,VIZAG MS CHANNEL 100X50MM,G2 STEEL SERVICES PVT LTD,2025,9,191.300000,9278050.000000,6
5. OTHERS,OTHERS,MS000000000069,VIZAG MS CHANNEL 125X65MM,G2 STEEL SERVICES PVT LTD,2025,9,35.200000,1689600.000000,1
5. OTHERS,OTHERS,MS000000000070,VIZAG MS CHANNEL 150X75MM,G2 STEEL SERVICES PVT LTD,2025,9,94.450000,4683875.000000,4
5. OTHERS,OTHERS,MS000000000071,VIZAG MS CHANNEL 200X75MM,RAMESH IRON & STEEL COMPANY INDIA (PVT) LTD,2025,9,19.230000,932655.000000,1
5. OTHERS,OTHERS,OTH000000000016,GI BINDING WIRE,GLOBAL FE.C FASTENERS,2025,9,2.000000,131000.000000,1
5. OTHERS,OTHERS,OTH000000000023,HR PLATE,G.G STEEL (PURCHASE),2025,9,12.000000,624000.000000,1
5. OTHERS,OTHERS,OTH000000000023,HR PLATE,SRI BALAJI STEEL TRADERS,2025,9,9.380000,490105.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,CHENNAI UNITED METAL INDUSTRIES PVT LTD,2025,9,1.390000,65052.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,G2 STEEL SERVICES PVT LTD,2025,9,1.500000,85500.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,KANISHK STEEL INDUSTRIES,2025,9,10.090000,456068.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,SWASTIK ENTERPRISE,2025,9,2.818000,133188.500000,4
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,TIRUPATI BALAJI STEEL UDYOG PVT LTD,2025,9,10.280000,569255.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,TIRUPATI STRUCTURES (INDIA) PRIVATE LIMITED,2025,9,5.070000,287469.000000,1
5. OTHERS,OTHERS,OTH000000000050,MS CHANNELS,KANISHK STEEL INDUSTRIES,2025,9,39.880000,1822516.000000,2
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,ALI STEEL AND TUBES CO.,2025,9,0.108000,5184.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,FEROZ & CO,2025,9,3.262000,159746.000000,2
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,JAIHIND STRUCTURALS PVT LTD,2025,9,5.950000,285600.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,KANISHK STEEL INDUSTRIES,2025,9,18.570000,861648.000000,2
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,SHREE AAGARSEN STEEL INDUSTRIES PVT LTD.,2025,9,3.130000,151179.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,SWASTIK ENTERPRISE,2025,9,16.380000,782074.500000,10
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,ALI STEEL AND TUBES CO.,2025,9,24.047000,1390739.750000,6
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,JINDAL PIPE INDUSTRIES,2025,9,7.910000,431095.000000,2
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,MADHAV PIPES & TUBES P LTD,2025,9,22.861000,1121850.000000,6
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,SICAGEN INDIA LIMITED,2025,9,7.080000,435420.000000,1
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,SWASTIK ENTERPRISE,2025,9,0.580000,28780.000000,2
5. OTHERS,OTHERS,OTH000000000119,MS ROUNDS,INTERNATIONAL STEEL EXCHANGE PVT LTD(purchase),2025,9,0.370000,22681.000000,1
5. OTHERS,OTHERS,OTH000000000119,MS ROUNDS,PSR STEELS,2025,9,2.570000,130980.000000,1
5. OTHERS,OTHERS,OTH000000000119,MS ROUNDS,SWASTIK ENTERPRISE,2025,9,0.904000,43349.500000,2
5. OTHERS,OTHERS,OTH000000000132,MS WIRE,GLOBAL FE.C FASTENERS,2025,9,3.000000,178500.000000,1
5. OTHERS,OTHERS,OTH000000000149,TMT-REBARS,PSR STEELS,2025,9,1.020000,47940.000000,1
5. OTHERS,OTHERS,OTH000000000158,UB / UC -JSPL,SHREE AAGARSEN STEEL INDUSTRIES PVT LTD.,2025,9,7.320000,519720.000000,1
5. OTHERS,OTHERS,OTH000000000158,UB / UC -JSPL,TIRUPATI STRUCTURES (INDIA) PRIVATE LIMITED,2025,9,32.340000,1933794.000000,1
5. OTHERS,OTHERS,OTH000000000168,UC 152X152X30MM,TIRUPATI BALAJI STEEL UDYOG PVT LTD,2025,9,4.720000,276474.000000,1
5. OTHERS,OTHERS,OTH000000000169,UC 152X152X37MM,TIRUPATI BALAJI STEEL UDYOG PVT LTD,2025,9,7.160000,419397.000000,1
5. OTHERS,OTHERS,OTH000000000175,UC 305X305x97MM,TIRUPATI BALAJI STEEL UDYOG PVT LTD,2025,9,3.490000,244910.750000,1
5. OTHERS,OTHERS,OTH000000000217,JSPL MS CHANNEL 300X90MM,MAHALAXMI TRADING CORPORATION(PURCHASE),2025,9,40.340000,1936320.000000,1
5. OTHERS,OTHERS,PM000000000446,PM PLATE,KAPIL AGENCIES(PURCHASE),2025,9,2.110000,108665.000000,1
5. OTHERS,OTHERS,PM000000000446,PM PLATE,PSR STEELS,2025,9,6.150000,319800.000000,1
5. OTHERS,OTHERS,PM000000000446,PM PLATE,"V.K INDUSTRIAL CORPORATION LTD.,",2025,9,48.450000,2634070.300000,3
1. SAIL HR,SAIL HR COIL,HR000000000081,SSP HR COIL 10MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,77.760000,3903552.000000,3
1. SAIL HR,SAIL HR COIL,HR000000000082,SAIL HR COIL 10MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,62.200000,3001908.840000,2
1. SAIL HR,SAIL HR COIL,HR000000000083,SAIL HR COIL 10MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,41.960000,2102615.600000,2
1. SAIL HR,SAIL HR COIL,HR000000000084,SAIL HR COIL 5MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,82.980000,4040821.950000,4
1. SAIL HR,SAIL HR COIL,HR000000000087,SSP HR COIL 12MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,46.165000,2317483.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000107,SSP HR COIL 3.80MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,15.275000,751530.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000110,SSP HR COIL 3MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,30.790000,1514868.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000115,SSP HR COIL 4MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,30.990000,1524708.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000117,SSP HR COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,46.525000,2335555.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000119,SAIL HR COIL 5MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,41.910000,2016290.100000,2
1. SAIL HR,SAIL HR COIL,HR000000000120,SSP HR COIL 5MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,46.280000,2323256.000000,3
1. SAIL HR,SAIL HR COIL,HR000000000122,SAIL HR COIL 6MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,41.900000,2105985.970000,1
1. SAIL HR,SAIL HR COIL,HR000000000123,SAIL HR COIL 6MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,125.220000,6168552.260000,3
1. SAIL HR,SAIL HR COIL,HR000000000127,SAIL HR COIL 16MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,61.400000,2953954.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000130,SSP HR COIL 8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,46.365000,2293489.000000,3
1. SAIL HR,SAIL HR COIL,HR000000000133,SAIL HR COIL 8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,124.490000,6102415.900000,4
1. SAIL HR,SAIL HR COIL,HR000000000134,SAIL HR COIL 3MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,62.200000,3126309.050000,2
1. SAIL HR,SAIL HR COIL,HR000000000203,SAIL HR COIL 8MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,217.850000,10625798.960000,8
1. SAIL HR,SAIL HR COIL,HR000000000213,SAIL HR COIL 6MMX1250/E350,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,38.810000,1944769.100000,2
1. SAIL HR,SAIL HR COIL,HR000000000218,SAIL HR COIL 5MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,62.740000,3143901.400000,3
1. SAIL HR,SAIL HR COIL,HR000000000224,SAIL HR COIL 12MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,62.670000,3149931.860000,2
1. SAIL HR,SAIL HR COIL,HR000000000225,SAIL HR COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,125.050000,6090675.500000,5
1. SAIL HR,SAIL HR COIL,HR000000000245,SAIL HR COIL 2.9MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,20.900000,1005499.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000264,SAIL HR COIL 6MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,127.530000,6538890.120000,2
1. SAIL HR,SAIL HR COIL,HR000000000265,SAIL HR COIL 8MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,64.570000,3301562.250000,1
1. SAIL HR,SAIL HR COIL,HR000000000455,SAIL HR COIL 16MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,21.050000,1012715.500000,1
1. SAIL HR,SAIL HR COIL,HR000000000461,SAIL HR COIL 16MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,64.520000,3155114.460000,1
1. SAIL HR,SAIL HR COIL,HR000000000549,SAIL HR COIL 20MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,53.050000,2748602.200000,1
1. SAIL HR,SAIL HR COIL,HR000000000551,SAIL HR COIL 20MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,86.730000,4230689.400000,3
1. SAIL HR,SAIL HR COIL,HR000000000560,SAIL HR COIL 16MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,128.580000,6846449.500000,2
1. SAIL HR,SAIL HR COIL,HR000000000561,SAIL HR COIL 1.6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,192.130000,9725638.480000,3
1. SAIL HR,SAIL HR COIL,HR000000000566,SAIL HR COIL 12MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,129.110000,6843054.130000,2
1. SAIL HR,SAIL HR COIL,HR000000000604,SAIL HR COIL 20MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,53.210000,2834437.630000,1
1. SAIL HR,SAIL HR COIL,HR000000000618,SAIL HR COIL 2MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,40.045000,1946587.450000,1
1. SAIL HR,SAIL HR COIL,HR000000000931,SAIL HR COIL 5.8MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,41.780000,2114485.800000,1
1. SAIL HR,SAIL HR COIL,HR000000000989,SAIL HR COIL 15.3MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,51.830000,2532267.400000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,CH000000000026,SAIL NPB 600x220X12 MM(122.45kg)-E250  (DO NOT USE),STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,127.860000,7071921.660000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000021,SAIL MS ANGLE 65X65X6MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,102.010000,4972608.770000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000022,SAIL MS ANGLE 65X65X8MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,63.000000,3137241.970000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000025,SAIL MS ANGLE 75X75X8MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,17.580000,903436.200000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000030,SAIL MS CHANNEL 100X50MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,9.960000,511844.400000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000031,SAIL MS CHANNEL 125X65MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,132.600000,6463486.890000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000032,SAIL MS CHANNEL 150X75MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,206.160000,10199948.280000,4
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000036,SAIL MS CHANNEL 250X82MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,127.780000,6364892.030000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000046,SAIL NPB 300X150X6.1MM(36.5kg) - E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,10,9.720000,487652.400000,1
