ItemCode,ItemName,ItemGroup,Category,WhsCode,WhsName,OnHand,Committed,OnOrder,Grade,Thickness,Width,Length
RS000000000003,SAIL RS JOISTS 200X100MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,0.840000,18.642000,2435.202000,IS2062 E250 BR,,200.000000,12000.000000
HRC000000000377,HR SHEET 4.8X1500X2260XHSFQ450,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.789000,15.550000,0.000000,HSFQ450,4.800000,1500.000000,2260.000000
HRC000000000013,CHEQUERED PLATE 10X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.740000,0.000000,0.000000,E250,10.000000,1250.000000,2500.000000
HRC000000000043,HR SHEET 4.8X1500X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.711000,0.160000,0.000000,E250,4.800000,1500.000000,2500.000000
HRC000000000352,HR SHEET 03X1500XCTLXE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.696000,0.000000,0.000000,E250,3.000000,1500.000000,
NMDC000000000070,HR SLIT COIL 3MMX50,SAIL H.R.PLATE,1. SAIL HR,11,Chennai Warehouse,0.680000,0.000000,0.000000,E250,3.000000,50.000000,
HRC000000000014,CHEQUERED PLATE 10X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.638000,0.000000,0.000000,E250,10.000000,1250.000000,6300.000000
OTH000000000039,MS ANGLE 35X35X6MM,OTHERS,8. OTHERS,11,Chennai Warehouse,0.626000,0.000000,0.000000,IS2062,0.000000,0.000000,0.000000
HRC000000000393,HR PLATE 10X1500X5000XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.592000,0.000000,0.000000,E350,10.000000,1500.000000,5000.000000
HRC000000000093,HR PLATE 12X1250X5000XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.591000,0.000000,0.000000,IS2062 E350 BR,12.000000,1250.000000,5000.000000
OTH000000000170,UC 203X203x46MM,OTHERS,8. OTHERS,11,Chennai Warehouse,0.526000,0.124000,5.610000,IS2062,0.000000,0.000000,0.000000
HRC000000000214,HR PLATE 05X1250XCTLXE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.522000,5.534000,0.000000,E350,5.000000,1250.000000,0.000000
HRC000000000292,HR SHEET 03X1500X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.509000,4.967000,8.355000,E250,3.000000,1500.000000,2500.000000
TMT000000000078,VIZAG TMT REBARS 10MM  IS1786 FE550D STRAIGHT,RINL TMT,3. RINL TMT,11,Chennai Warehouse,0.490000,18.975000,44.600000,FE550D,10.000000,0.000000,12000.000000
HRC000000000279,HR SHEET 03X1500X3700XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.450000,0.970000,0.000000,IS2062 E350 BR,3.000000,1500.000000,3700.000000
OTH000000000050,MS CHANNELS,OTHERS,8. OTHERS,11,Chennai Warehouse,0.445000,6.773000,142.043000,IS2062,0.000000,0.000000,0.000000
OTH000000000091,MS FLATS 50X12MM,OTHERS,8. OTHERS,11,Chennai Warehouse,0.440000,0.000000,0.000000,IS2062,0.000000,0.000000,0.000000
OTH000000000198,MS FLATS 50X5MM,OTHERS,8. OTHERS,11,Chennai Warehouse,0.420000,0.426000,1.909000,IS2062,0.000000,0.000000,0.000000
HRC000000000075,HR PLATE 08X1250X5000XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.395000,0.000000,0.000000,E350,8.000000,1250.000000,5000.000000
HRC000000000311,HR PLATE 05X1500X6000XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.355000,0.000000,0.000000,E350,5.000000,1500.000000,6000.000000
HRC000000000384,HR PLATE 06X1500X5000XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.355000,0.000000,0.000000,E250,6.000000,1500.000000,5000.000000
HRC000000000403,CHEQUERED PLATE 08X1250XCTLXE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.340000,0.890000,0.000000,IS3502/IS10748GRII,8.000000,1250.000000,
HRC000000000018,HR SHEET 04X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.335000,1.198000,15.995000,E250,4.000000,1250.000000,2500.000000
OTH000000000065,MS FLATS 125X10MM,OTHERS,8. OTHERS,11,Chennai Warehouse,0.310000,0.000000,0.286000,IS2062,0.000000,0.000000,0.000000
HRC000000000168,HR PLATE 20X2000X12000XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.302000,0.040000,0.000000,E350,20.000000,2000.000000,12000.000000
OTH000000000101,MS FLATS 75X10MM,OTHERS,8. OTHERS,11,Chennai Warehouse,0.300000,0.010000,0.542000,IS2062,0.000000,0.000000,0.000000
OTH000000000044,MS ANGLES,OTHERS,8. OTHERS,11,Chennai Warehouse,0.260000,11.348000,54712.450100,IS2062,0.000000,0.000000,0.000000
HRC000000000353,HR PLATE 08X1500X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.237000,0.000000,0.000000,E250,8.000000,1500.000000,2500.000000
HRC000000000205,HR SHEET 04X1500XCTLXE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.224000,0.000000,0.000000,E250,4.000000,1500.000000,0.000000
HRC000000000344,HR PLATE 08X2000X12000XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.209000,0.070000,0.000000,E350,8.000000,2000.000000,12000.000000
MS000000000025,SAIL MS ANGLE 75X75X8MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,0.195000,1.446000,1085.819000,IS2062 E250 BR,8.000000,75.000000,12000.000000
HRC000000000007,CHEQUERED PLATE 05X1250X5000XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.190000,0.180000,0.000000,IS3502/IS10748GRII,5.000000,1250.000000,5000.000000
HRC000000000184,HR PLATE 25X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.185000,4.836000,0.000000,E250,25.000000,1250.000000,6300.000000
OTH000000000004,CHEQUERED PLATE / COIL,OTHERS,8. OTHERS,11,Chennai Warehouse,0.160000,0.000000,31.953000,IS1309,0.000000,0.000000,0.000000
HRC000000000280,HR SHEET 03X1500X3400XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.144000,0.000000,0.000000,E350,3.000000,1500.000000,3400.000000
TMT000000000050,VIZAG TMT REBARS FE500D 25MM,RINL TMT,3. RINL TMT,11,Chennai Warehouse,0.130000,38.842000,194.400000,FE500D,25.000000,0.000000,12000.000000
HRC000000000271,HR PLATE 20X1500XCTLXE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.109000,0.054000,0.000000,E350,20.000000,1500.000000,12600.000000
HRC000000000004,CHEQUERED SHEET 04X1250X3050XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.082000,0.582000,0.000000,E250,4.000000,1250.000000,3050.000000
HRC000000000282,HR PLATE 5.8X1250X1770XHSFQ450,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.057000,0.057000,0.000000,HSFQ450,5.800000,1250.000000,1770.000000
HRC000000000213,HR PLATE 05X2000XCTLXE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.054000,6.130000,0.000000,E250,5.000000,2000.000000,0.000000
HRC000000000286,HR PLATE 7.8X1500X2500XHSFQ550,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.050000,0.050000,0.000000,HSFQ550,7.800000,1500.000000,2500.000000
HRC000000000283,HR PLATE 5.8X1500X2150XHSFQ550,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.023000,0.000000,0.000000,HSFQ550,5.800000,1500.000000,2150.000000
HRC000000000406,HR SHEET 04X1500X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.013000,6.250000,0.000000,E350,4.000000,1500.000000,6300.000000
HRC000000000390,HR PLATE 7.8X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.008000,0.000000,0.000000,E250,7.800000,1250.000000,6300.000000
MS000000000067,VIZAG MS ANGLE 90X90X8MM,RINL STRL,4. RINL STRL,11,Chennai Warehouse,0.006000,2.973000,0.000000,IS2062 E250 A,8.000000,90.000000,12000.000000
HRC000000000070,HR PLATE 7.8X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.004000,31.210000,0.000000,E250,7.800000,1250.000000,2500.000000
HRC000000000243,HR PLATE 10X1500XCTLXE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.002000,62.048000,0.000000,E250,10.000000,1500.000000,0.000000
HR000000000807,SAIL HR PLATE 16MMX1250/E350,SAIL HR SHEET,1. SAIL HR,11,Chennai Warehouse,0.001000,0.000000,0.000000,IS2062 E350BR,16.000000,1250.000000,0.000000
HR000000000110,SSP HR COIL 3MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,142.515000,0.000000,0.000000,IS2062 E250 BR,3.000000,1250.000000,
NMDC000000000057,NMDC HR COIL 3MMX1500,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,135.165000,0.000000,0.000000,E250,3.000000,1500.000000,
HR000000000117,SSP HR COIL 6MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,87.895000,0.000000,0.000000,E250,6.000000,1250.000000,
NMDC000000000027,NMDC HR COIL 10MMX1500,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,83.370000,0.000000,0.000000,E250,10.000000,1500.000000,
HRC000000000079,HR PLATE 10X1500X6300XE250,HR Coil,1. SAIL HR,22,Salem - Subcontract Warehouse,58.730000,0.000000,0.000000,E250,10.000000,1500.000000,6300.000000
HR000000000115,SSP HR COIL 4MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,55.735000,0.000000,0.000000,IS2062 E250 BR,4.000000,1250.000000,
HR000000000922,JSW HR COIL 12MMX1250 /E550,JSW H.R.COIL,5. JSW HR,22,Salem - Subcontract Warehouse,52.760000,0.000000,0.000000,E550,12.000000,1250.000000,
HR000000000582,SSP HR COIL 10MMX1250/E350BR,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,46.440000,0.000000,0.000000,IS2062 E350 BR,10.000000,1250.000000,
HR000000000078,SSP HR COIL 1.6MM X1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,45.975000,0.000000,0.000000,IS2062 E250 BR,1.600000,1250.000000,
HRC000000000044,HR PLATE 05X1500X6300XE250,HR Coil,1. SAIL HR,22,Salem - Subcontract Warehouse,40.860000,0.000000,0.000000,E250,5.000000,1500.000000,6300.000000
HRC000000000029,HR PLATE 10X1250X2500XE250,HR Coil,1. SAIL HR,22,Salem - Subcontract Warehouse,40.780000,0.000000,0.000000,E250,10.000000,1250.000000,2500.000000
HRC000000000025,HR PLATE 06X1250X6300XE250,HR Coil,1. SAIL HR,22,Salem - Subcontract Warehouse,40.150000,0.000000,0.000000,E250,6.000000,1250.000000,6300.000000
HR000000000120,SSP HR COIL 5MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,38.185000,0.000000,0.000000,IS2062 E250 BR,5.000000,1250.000000,
HR000000001026,SSP HR COIL 3MMX1250/IS 10748GR1,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,32.050000,0.000000,0.000000,IS2062/IS10748GR1,3.000000,1250.000000,
HR000000000601,SSP HR COIL 8MMX1250/E350BR,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,31.315000,0.000000,0.000000,IS2062 E350BR,8.000000,1250.000000,
HR000000000098,SSP HR COIL 2.9MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,30.685000,0.000000,0.000000,IS2062 E250 BR,2.900000,1250.000000,
HR000000000048,JSW HR COIL 3MMX1500,JSW H.R.COIL,5. JSW HR,22,Salem - Subcontract Warehouse,23.955000,0.000000,0.000000,IS2062 E250 BR,3.000000,1500.000000,
CH000000000013,SAIL CHEQUERED COIL 5MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,23.380000,0.000000,0.000000,IS3502/IS10748GRII,5.000000,1250.000000,
HR000000000053,JSW HR COIL 4MMX1500,JSW H.R.COIL,5. JSW HR,22,Salem - Subcontract Warehouse,23.090000,0.000000,0.000000,IS2062 E250 BR,4.000000,1500.000000,
HR000000000087,SSP HR COIL 12MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,22.261000,0.000000,0.000000,E250,12.000000,1250.000000,
HR000000000130,SSP HR COIL 8MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,21.760000,0.000000,0.000000,E250,8.000000,1250.000000,
HR000000000002,JSW HR COIL 1.6MMX1250,JSW H.R.COIL,5. JSW HR,22,Salem - Subcontract Warehouse,21.375000,0.000000,0.000000,IS2062 E250 BR,1.600000,1250.000000,
NMDC000000000074,NMDC HR COIL 4MMX1500,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,20.970000,0.000000,0.000000,E250,4.000000,1500.000000,
HRC000000000028,HR PLATE 08X1250X6300XE250,HR Coil,1. SAIL HR,22,Salem - Subcontract Warehouse,20.320000,0.000000,0.000000,E250,8.000000,1250.000000,6300.000000
HRC000000000022,HR PLATE 05X1250X6300XE250,HR Coil,1. SAIL HR,22,Salem - Subcontract Warehouse,20.130000,0.000000,0.000000,E250,5.000000,1250.000000,6300.000000
NMDC000000000041,NMDC HR COIL 5MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,19.000000,0.000000,0.000000,E250,5.000000,1250.000000,
HR000000000602,SSP HR COIL 12MMX1250/E350BR,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,16.255000,0.000000,0.000000,IS2062 E350 BR,12.000000,1250.000000,
HR000000001027,SSP HR COIL 3.10 MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,15.390000,0.000000,0.000000,IS2062 E250 BR,3.100000,1250.000000,
HR000000000103,SSP HR COIL 3.15MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,15.270000,0.000000,0.000000,IS2062 E250 BR,3.150000,1250.000000,
HRC000000000205,HR SHEET 04X1500XCTLXE250,HR Coil,1. SAIL HR,22,Salem - Subcontract Warehouse,10.110000,0.000000,0.000000,E250,4.000000,1500.000000,0.000000
HRC000000000072,HR PLATE 08X1500X6300XE250,HR Coil,1. SAIL HR,22,Salem - Subcontract Warehouse,8.920000,0.000000,0.000000,E250,8.000000,1500.000000,6300.000000
HR000000000092,SSP HR COIL 2.5MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,6.025000,0.000000,0.000000,IS2062 E250 BR,2.500000,1250.000000,
NMDC000000000013,NMDC HR COIL 6MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,4.950000,0.000000,0.000000,E250,6.000000,1250.000000,
NMDC000000000006,NMDC HR COIL 8MMX1500,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,4.690000,0.000000,0.000000,E250,8.000000,1500.000000,
HR000000000081,SSP HR COIL 10MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,3.920000,0.000000,0.000000,IS2062 E250 BR,10.000000,1250.000000,
HR000000000588,JSW HR COIL 2.5MMX1500,JSW H.R.COIL,5. JSW HR,22,Salem - Subcontract Warehouse,2.915000,0.000000,0.000000,IS2062 E250 BR,2.500000,1500.000000,
HR000000000603,SSP HR COIL 6MMX1250/E350BR,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,1.495000,0.000000,0.000000,IS2062 E350BR,6.000000,1250.000000,
HR000000000127,SAIL HR COIL 16MMX1500,SAIL HR COIL,1. SAIL HR,22,Salem - Subcontract Warehouse,1.320000,0.000000,0.000000,E250,16.000000,1500.000000,
NMDC000000000009,NMDC HR COIL 10MMX1250,SAIL H.R.PLATE,1. SAIL HR,22,Salem - Subcontract Warehouse,0.660000,0.000000,0.000000,E250,10.000000,1250.000000,
HR000000000654,JSW HR PLATE 16MMX1250,JSW H.R.SHEET,5. JSW HR,22,Salem - Subcontract Warehouse,0.390000,0.000000,0.000000,IS2062 E250 BR,16.000000,1250.000000,0.000000
HR000000001012,HR SHEET 2.5X1250X2500MM,SAIL HR SHEET,1. SAIL HR,22,Salem - Subcontract Warehouse,0.125000,0.000000,0.000000,IS2062 E250 BR,2.500000,1250.000000,2500.000000
NMDC000000000027,NMDC HR COIL 10MMX1500,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,395.670000,0.000000,0.000000,E250,10.000000,1500.000000,
NMDC000000000025,NMDC HR COIL 3MMX1250 E250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,210.020000,34.000000,25.000000,E250,3.000000,1250.000000,
NMDC000000000022,NMDC HR COIL 12MMX1500/E350,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,200.592000,3.000000,3.000000,E350,12.000000,1500.000000,
NMDC000000000021,NMDC HR COIL 8MMX1500/E350,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,157.523000,0.000000,42.850000,E350,8.000000,1500.000000,
NMDC000000000012,NMDC HR COIL 8MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,146.550000,0.000000,0.001000,E250,8.000000,1250.000000,
NMDC000000000018,NMDC HR COIL 10MMX1500/E350,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,146.370000,3.000000,83.000000,E350,10.000000,1500.000000,
NMDC000000000029,NMDC HR COIL 2MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,133.768000,37.000000,96.450000,E250,2.000000,1250.000000,
NMDC000000000006,NMDC HR COIL 8MMX1500,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,125.980000,3.000000,3.000000,E250,8.000000,1500.000000,
HR000000000549,SAIL HR COIL 20MMX1500,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,125.260000,0.000000,1.001000,E250,20.000000,1500.000000,
NMDC000000000013,NMDC HR COIL 6MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,105.190000,0.000000,0.000000,E250,6.000000,1250.000000,
NMDC000000000057,NMDC HR COIL 3MMX1500,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,105.190000,0.000000,0.000000,E250,3.000000,1500.000000,
NMDC000000000009,NMDC HR COIL 10MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,104.530000,0.000000,42.221000,E250,10.000000,1250.000000,
NMDC000000000010,NMDC HR COIL 10MMX1250/E350,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,104.100000,0.000000,20.880000,E350,10.000000,1250.000000,
HR000000000267,SAIL HR COIL 12MMX2000,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,96.300000,0.000000,0.000000,E250,12.000000,2000.000000,
HR000000000266,SAIL HR COIL 10MMX2000,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,96.080000,0.000000,0.000000,E250,10.000000,2000.000000,
NMDC000000000065,NMDC HR COIL 14MMX1500,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,94.288000,0.000000,0.000000,E250,14.000000,1500.000000,
CH000000000014,SAIL CHEQUERED COIL 4MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,87.530000,0.000000,22.430000,IS3502/IS10748GRII,4.000000,1250.000000,
HR000000000551,SAIL HR COIL 20MMX1250,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,84.880000,0.000000,63.650000,E250,20.000000,1250.000000,
NMDC000000000059,NMDC HR COIL 6MMX1250/E350,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,84.810000,0.000000,0.000000,E350,6.000000,1250.000000,
NMDC000000000060,NMDC HR COIL 6MMX1500/E350,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,81.312000,0.000000,1.000000,E350,6.000000,1500.000000,
HR000000000315,SAIL HR COIL 6MMX2000/E350BR,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,81.207000,0.000000,0.000000,E350,6.000000,2000.000000,
NMDC000000000042,NMDC HR COIL 5MMX1500,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,73.580000,0.000000,0.000000,E250,5.000000,1500.000000,
NMDC000000000062,NMDC HR COIL 5MMX1500XE350,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,71.967000,0.000000,40.090000,E350,5.000000,1500.000000,
CH000000000013,SAIL CHEQUERED COIL 5MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,66.300000,0.000000,0.000000,IS3502/IS10748GRII,5.000000,1250.000000,
CH000000000015,SAIL CHEQUERED COIL 6MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,64.580000,0.000000,0.000000,IS3502/IS10748GRII,6.000000,1250.000000,
HR000000000536,SAIL HR COIL 10MMX2000/E350BR,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,64.460000,0.000000,0.000000,E350,10.000000,2000.000000,
NMDC000000000064,NMDC HR COIL 8MMX1250/E350,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,64.309000,0.000000,0.010000,E350,8.000000,1250.000000,
HR000000000565,SAIL HR COIL 20MMX2000,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,64.150000,0.000000,0.000000,E250,20.000000,2000.000000,
HR000000000560,SAIL HR COIL 16MMX2000/E350BR,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,63.930000,0.000000,0.000000,E350,16.000000,2000.000000,
HR000000000628,SAIL HR COIL 14MMX2000,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,63.550000,0.000000,0.000000,E250,14.000000,2000.000000,
NMDC000000000074,NMDC HR COIL 4MMX1500,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,62.990000,0.000000,0.010000,E250,4.000000,1500.000000,
NMDC000000000028,NMDC HR COIL 14MMX1500/E350,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,62.910000,0.000000,0.000000,E350,14.000000,1500.000000,
NMDC000000000041,NMDC HR COIL 5MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,62.830000,0.000000,0.001000,E250,5.000000,1250.000000,
NMDC000000000020,NMDC HR COIL 16MMX1500,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,62.320000,0.000000,0.010000,E250,16.000000,1500.000000,
NMDC000000000063,NMDC HR COIL 5MMX1250/E350,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,58.576000,0.000000,0.000000,E350,5.000000,1250.000000,
HR000000000324,JSW HR COIL 25MMX1500,JSW H.R.COIL,5. JSW HR,38,Chennai Warehouse - COIL,53.705000,0.000000,1.000000,E250,25.000000,1500.000000,
HR000000000181,JSW HR COIL 8MMX2000,JSW H.R.COIL,5. JSW HR,38,Chennai Warehouse - COIL,53.285000,0.000000,0.000000,IS2062 E250A,8.000000,2000.000000,
NMDC000000000037,NMDC HR COIL 2.5MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,52.597000,0.000000,0.000000,E250,2.500000,1250.000000,
HR000000001029,SAIL HR COIL 3.5MMX1250/E250,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,38.660000,0.000000,0.000000,E250BR,3.500000,1250.000000,
HR000000000990,SAIL HR COIL 5MMX2000/E350,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,32.290000,0.000000,0.000000,E350,5.000000,2000.000000,
HR000000000608,SAIL HR COIL 14MMX2000/E350BR,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,32.180000,0.000000,0.000000,E350,14.000000,2000.000000,
HR000000000566,SAIL HR COIL 12MMX2000/E350BR,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,32.160000,0.000000,1.010000,E350,12.000000,2000.000000,
HR000000000461,SAIL HR COIL 16MMX2000,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,32.110000,0.000000,0.000000,E250,16.000000,2000.000000,
HR000000000575,SAIL HR COIL 20MMX2000/E350BR,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,32.020000,0.000000,0.000000,E350,20.000000,2000.000000,
HR000000000264,SAIL HR COIL 6MMX2000,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,31.870000,0.000000,64.280000,E250,6.000000,2000.000000,
HR000000000087,SSP HR COIL 12MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,31.060000,0.000000,0.000000,E250,12.000000,1250.000000,
HR000000000025,JSW HR COIL 16MMX2000,JSW H.R.COIL,5. JSW HR,38,Chennai Warehouse - COIL,31.040000,0.000000,0.000000,IS2062 E250 BR,16.000000,2000.000000,
HR000000000604,SAIL HR COIL 20MMX1500/E350BR,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,31.000000,0.000000,0.000000,E350,20.000000,1500.000000,
HR000000000537,SAIL HR COIL 8MMX2000/E350BR,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,28.260000,0.000000,25.030000,E350,8.000000,2000.000000,
HR000000001028,JSW HR COIL 20MMX2000/E250BR,JSW H.R.COIL,5. JSW HR,38,Chennai Warehouse - COIL,27.780000,0.000000,0.000000,IS2062 E250BR,20.000000,2000.000000,
CH000000000011,SAIL CHEQUERED COIL 3MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,21.920000,0.000000,44.131000,IS3502/IS10748GRII,3.000000,1250.000000,
HR000000000972,H.R COIL 4MMX1250/E350BR,OTHERS,8. OTHERS,38,Chennai Warehouse - COIL,21.635000,0.000000,0.000000,E350BR,4.000000,1250.000000,
HR000000000317,SAIL HR COIL 10MMX1500/E350C,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,21.530000,0.000000,0.000000,IS2062 E350C,10.000000,1500.000000,
NMDC000000000046,NMDC HR COIL 16MMX1500/E350BR,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,21.100000,0.000000,0.000000,E350,16.000000,1500.000000,
NMDC000000000023,NMDC HR COIL 16MMX1500/E350,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,21.090000,0.000000,0.000000,E350,16.000000,1500.000000,
NMDC000000000016,NMDC HR COIL 12MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,21.070000,0.000000,0.000000,E250,12.000000,1250.000000,
HR000000001030,SAIL HR COIL 18MMX1250/E350,SAIL HR COIL,1. SAIL HR,38,Chennai Warehouse - COIL,21.070000,0.000000,0.000000,E350,18.000000,1250.000000,
NMDC000000000026,NMDC HR COIL 16MMX1250,SAIL H.R.PLATE,1. SAIL HR,38,Chennai Warehouse - COIL,20.980000,1.000000,1.000000,E250,16.000000,1250.000000,
